Name,Date,Revenue,Operating Income,Total Assets,Free Cash Flow,Color
SM,2013-10-01,608.243008,171.991008,4705.1648,-94.536,#5CBBE6
SM,2014-01-01,632.72,255.079008,4689.0112,-52.011,#5CBBE6
SM,2014-04-01,674.979968,237.272224,5004.035072,-110.035,#5CBBE6
SM,2014-07-01,618.785984,187.990464,5660.74624,-544.924032,#5CBBE6
SM,2014-10-01,595.227008,82.892616,6483.145216,-360.759008,#5CBBE6
SM,2015-01-01,401.736,-105.647,6600.68608,-271.112,#5CBBE6
SM,2015-04-01,444.262016,-23.101,6213.618176,-160.098,#5CBBE6
SM,2015-07-01,368.736,-119.974,6213.860864,-52.9,#5CBBE6
SM,2015-10-01,299.2,-185.232,5621.642752,-39.13,#5CBBE6
SM,2016-01-01,212.096992,-199.836,5207.055872,-73.138,#5CBBE6
SM,2016-04-01,291.768,-117.206,5044.47488,-33.31,#5CBBE6
SM,2016-07-01,330.272,-46.462,5785.433088,6.813,#5CBBE6
SM,2016-10-01,346.239008,-37.271,6393.510912,-2161.26208,#5CBBE6
SM,2017-01-01,335.275008,13.924,6399.70816,-94.527,#5CBBE6
SM,2017-04-01,287.854016,-35.225,6212.604928,-118.228,#5CBBE6
SM,2017-07-01,297.273984,-2.658,6178.92608,-128.993,#5CBBE6
SM,2017-10-01,340.000992,18.336,6176.776192,-571.625984,#5CBBE6
SM,2018-01-01,384.225984,86.853,6659.987968,-161.386,#5CBBE6
SM,2018-04-01,404.415008,92.331,6736.484864,-275.030016,#5CBBE6
SM,2018-07-01,458.583008,77.651,6273.720832,-79.566,#5CBBE6
SM,2018-10-01,392.931008,6.75,6352.862208,-367.707008,#5CBBE6
SM,2019-01-01,340.868992,-1.951,6286.618112,-130.547,#5CBBE6
SM,2019-04-01,406.910016,36.667,6391.939072,-66.831,#5CBBE6
SM,2019-07-01,390.316992,4.925,6453.083136,-12.259,#5CBBE6
SM,2019-10-01,451.147008,36.289,6292.232192,6.854,#5CBBE6
SM,2020-01-01,355.734016,-36.669,5615.025152,78.826,#5CBBE6
SM,2020-04-01,169.540992,-136.82,5267.628032,-56.564,#5CBBE6
SM,2020-07-01,281.015008,-30.511,5122.285056,84.97,#5CBBE6
SM,2020-10-01,320.292,54.387,4976.431104,128.054,#5CBBE6
SM,2021-01-01,443.846016,142.518,5015.645184,-41.939008,#5CBBE6
SM,2021-04-01,563.849024,198.474,5052.998144,73.78500799999998,#5CBBE6
PVAC,2011-01-01,74.847,-22.247,1904.525056,-71.293,#F1AECC
PVAC,2011-04-01,78.677,-4.531,1869.629952,-76.029,#F1AECC
PVAC,2011-07-01,91.809,1.278,1877.006976,-67.788,#F1AECC
PVAC,2011-10-01,84.482,2.026,1943.053056,-85.772,#F1AECC
PVAC,2012-01-01,91.636,3.803,1958.702976,-23.768,#F1AECC
PVAC,2012-04-01,83.737,-2.683,1977.072,-48.994,#F1AECC
PVAC,2012-07-01,85.364,2.644,1862.737024,5.782,#F1AECC
PVAC,2012-10-01,81.853,-2.305,1842.989056,-62.469,#F1AECC
PVAC,2013-01-01,87.304,1.147,1869.80096,-40.358,#F1AECC
PVAC,2013-04-01,111.632,7.613,2445.003008,-417.46,#F1AECC
PVAC,2013-07-01,117.634,20.459,2406.436096,-32.776,#F1AECC
PVAC,2013-10-01,114.122,13.216,2507.087104,-133.723,#F1AECC
PVAC,2014-01-01,129.982,12.02,2535.932928,-93.244,#F1AECC
PVAC,2014-04-01,132.19,20.222,2587.68,-158.143008,#F1AECC
PVAC,2014-07-01,134.319008,21.249,2722.379008,-93.194,#F1AECC
PVAC,2014-10-01,112.089,-4.107,2201.80992,-146.834,#F1AECC
PVAC,2015-01-01,112.11,-23.908,2198.65088,-123.442,#F1AECC
PVAC,2015-04-01,118.39,-2.33,2112.589952,-42.607,#F1AECC
PVAC,2015-07-01,93.414,-13.693,2020.445952,3.414,#F1AECC
PVAC,2015-10-01,78.218,-17.821,517.724992,-32.906,#F1AECC
PVAC,2016-01-01,61.209,30.506,466.503008,14.526,#F1AECC
PVAC,2016-04-01,52.635,23.129,412.121984,16.672,#F1AECC
PVAC,2016-07-01,33.562,-3.027,306.865984,-12.73,#F1AECC
PVAC,2016-10-01,33.087,10.571,291.686016,22.382,#F1AECC
PVAC,2017-01-01,32.929,9.546,308.411008,-8.599,#F1AECC
PVAC,2017-04-01,35.95,11.128,337.152,1.033,#F1AECC
PVAC,2017-07-01,35.238,9.831,562.241024,-9.984,#F1AECC
PVAC,2017-10-01,54.303,21.053,629.596992,-15.558,#F1AECC
PVAC,2018-01-01,69.56,26.942,769.4,-39.157,#F1AECC
PVAC,2018-04-01,99.175,43.537,887.734016,-41.775,#F1AECC
PVAC,2018-07-01,111.969,48.864,953.635968,-49.422,#F1AECC
PVAC,2018-10-01,125.114,58.608,1068.953984,-28.412,#F1AECC
PVAC,2019-01-01,105.203,39.367,1081.072,-17.227,#F1AECC
PVAC,2019-04-01,114.45,39.647,1129.744,-4.352,#F1AECC
PVAC,2019-07-01,118.804,39.54,1211.779968,-25.941,#F1AECC
PVAC,2019-10-01,124.224,50.532,1218.237952,4.971,#F1AECC
PVAC,2020-01-01,91.104,21.026,1508.946944,10.458,#F1AECC
PVAC,2020-04-01,-13.403,-75.841,1295.715968,5.61,#F1AECC
PVAC,2020-07-01,69.411,5.385,953.174016,34.645,#F1AECC
PVAC,2020-10-01,66.992,17.462,907.326016,2.5,#F1AECC
PVAC,2021-01-01,88.555,37.372,913.131008,-2.547000000000004,#F1AECC
PVAC,2021-04-01,124.699,67.297,989.878016,29.552,#F1AECC
PXD,2011-01-01,507.105984,166.994,10025.986048,-296.04,#5C2670
PXD,2011-04-01,610.670016,251.236992,10353.088512,-112.021,#5C2670
PXD,2011-07-01,648.158016,276.681984,10985.042944,-146.772,#5C2670
PXD,2011-10-01,718.350976,254.912992,11447.155712,-206.258,#5C2670
PXD,2012-01-01,782.652992,274.727008,12025.55904,-312.094016,#5C2670
PXD,2012-04-01,798.444992,270.960992,12569.734144,-351.532992,#5C2670
PXD,2012-07-01,829.420992,268.443008,12814.001152,-290.505984,#5C2670
PXD,2012-10-01,788.632,244.724,13069.0304,-263.172,#5C2670
PXD,2013-01-01,839,286,13761.297408,-393,#5C2670
PXD,2013-04-01,879.209024,283.790016,14162.586624,-159.624992,#5C2670
PXD,2013-07-01,936.556032,305.556,14544.944128,10.911,#5C2670
PXD,2013-10-01,978.4,257.4,12293.999616,-188,#5C2670
PXD,2014-01-01,1019,316,12465.000448,-246,#5C2670
PXD,2014-04-01,1136.999936,343,12709.999616,-43,#5C2670
PXD,2014-07-01,1172,355,13272.000512,-396,#5C2670
PXD,2014-10-01,1099.000064,138,14908.99968,-525,#5C2670
PXD,2015-01-01,826,36,14346.999808,-617,#5C2670
PXD,2015-04-01,982,55,14001.999872,-164,#5C2670
PXD,2015-07-01,1120.999936,26,14965.000192,-194,#5C2670
PXD,2015-10-01,1088.999936,-1,15153.999872,-166,#5C2670
PXD,2016-01-01,850,-106.846152,16170.999808,-440,#5C2670
PXD,2016-04-01,1140,1,16807.999488,-138,#5C2670
PXD,2016-07-01,1271.000064,79,16325.000192,-6,#5C2670
PXD,2016-10-01,1239.000064,172,16458.999808,23,#5C2670
PXD,2017-01-01,1135.000064,93,15749.000192,-155,#5C2670
PXD,2017-04-01,1140.999936,68,16270.999552,-248,#5C2670
PXD,2017-07-01,1311.000064,147,16465.000448,-251,#5C2670
PXD,2017-10-01,1778,349,17002.999808,46,#5C2670
PXD,2018-01-01,2264,378,17322.999808,-314,#5C2670
PXD,2018-04-01,2240.999936,348.860768,17449.00096,64,#5C2670
PXD,2018-07-01,2275.000064,479.518976,18023.999488,-106,#5C2670
PXD,2018-10-01,2036.999936,285,17902.999552,-185,#5C2670
PXD,2019-01-01,2248,438,18354.999296,-209,#5C2670
PXD,2019-04-01,2384.999936,414,18105.99936,-43,#5C2670
PXD,2019-07-01,2430.000128,443,18077.999104,-25,#5C2670
PXD,2019-10-01,2654.000128,456,19087.998976,172,#5C2670
PXD,2020-01-01,2051.000064,249,19050.999808,143,#5C2670
PXD,2020-04-01,1268.999936,-95,17905.999872,-102,#5C2670
PXD,2020-07-01,1776,46,18976.999424,105,#5C2670
PXD,2020-10-01,1972,139.126576,19228.99968,209,#5C2670
PXD,2021-01-01,2743.000064,544,30350.999552,-111,#5C2670
PXD,2021-04-01,3699.000064,857,36784.001024,706,#5C2670
COP,2011-01-01,54174.998528,5224.999936,159642.99264,-937,#CF7DF3
COP,2011-04-01,16890.000384,4365.076992,160067.9936,3768,#CF7DF3
COP,2011-07-01,16257.000448,3701.076992,154688.995328,2643.000064,#CF7DF3
COP,2011-10-01,15246.000128,3605.846272,153230.000128,2958.000128,#CF7DF3
COP,2012-01-01,14995.999744,3239.769344,162880.995328,364,#CF7DF3
COP,2012-04-01,13400.999936,3287.461632,114007.998464,-1272.999936,#CF7DF3
COP,2012-07-01,14357.999616,3289.923072,115369.00096,241,#CF7DF3
COP,2012-10-01,15502.999552,3114.307584,117144.00256,418,#CF7DF3
COP,2013-01-01,14373.999616,3527.000064,117779.996672,1339.000064,#CF7DF3
COP,2013-04-01,13324.99968,2692.999936,116947.001344,36,#CF7DF3
COP,2013-07-01,13582.000128,2972.153856,119760.003072,-480,#CF7DF3
COP,2013-10-01,13292.000256,2510.38464,118057.00096,-345,#CF7DF3
COP,2014-01-01,15178.000384,3426.692352,120024.997888,2440.999936,#CF7DF3
COP,2014-04-01,13637.000192,2621.076992,121647.996928,-695,#CF7DF3
COP,2014-07-01,12264.999936,1825.461504,118985.998336,-717,#CF7DF3
COP,2014-10-01,10920.999936,570.61536,116538.998784,-1544.999936,#CF7DF3
COP,2015-01-01,7731.999744,-203,110041.997312,-1264,#CF7DF3
COP,2015-04-01,8248.999936,265.84616,112002.998272,-433,#CF7DF3
COP,2015-07-01,7173.000192,-645,105949.003776,-240,#CF7DF3
COP,2015-10-01,6178.999808,-1248.999936,97483.997184,-541,#CF7DF3
COP,2016-01-01,5123.999744,-1334,99834.003456,-1400,#CF7DF3
COP,2016-04-01,5511.000064,-1110,96054.001664,126,#CF7DF3
COP,2016-07-01,6403.999744,-783,94283.997184,364,#CF7DF3
COP,2016-10-01,6654.000128,-612,89771.999232,444,#CF7DF3
COP,2017-01-01,7466.999808,295,87973.003264,824,#CF7DF3
COP,2017-04-01,6728.999936,546,78004.002816,731,#CF7DF3
COP,2017-07-01,6671.000064,542,74861.002752,-33,#CF7DF3
COP,2017-10-01,8239.000064,488.076928,73361.997824,964,#CF7DF3
COP,2018-01-01,8755.00032,1971.000064,70727.000064,864,#CF7DF3
COP,2018-04-01,8504,1976,68935.999488,1343.000064,#CF7DF3
COP,2018-07-01,9448.999936,2263.000064,70556.000256,1811.000064,#CF7DF3
COP,2018-10-01,9665.999872,2047.000064,69979.99616,2166.000128,#CF7DF3
COP,2019-01-01,9150.000128,1800.999936,71497.998336,1256.999936,#CF7DF3
COP,2019-04-01,7952.999936,1906,71261.003776,1162,#CF7DF3
COP,2019-07-01,7756.000256,1528.999936,70340.001792,662,#CF7DF3
COP,2019-10-01,7708.000256,1708,70513.999872,1387.000064,#CF7DF3
COP,2020-01-01,6158.000128,694,65032.998912,456,#CF7DF3
COP,2020-04-01,2748.999936,-1188,63046.00064,-719,#CF7DF3
COP,2020-07-01,4385.999872,-289,63156.998144,-265,#CF7DF3
COP,2020-10-01,5490.999808,-68,62618.001408,614,#CF7DF3
COP,2021-01-01,9825.999872,1632.999936,83693.002752,863.0000640000001,#CF7DF3
COP,2021-04-01,9555.999744,2860.999936,85403.000832,3003.000064,#CF7DF3
PDCE,2011-01-01,79.643,1.251,1388.347008,-55.603,#968FF3
PDCE,2011-04-01,88.217,1.799,1443.684992,-24.158,#968FF3
PDCE,2011-07-01,95.87,18.658,1591.355008,-55.922,#968FF3
PDCE,2011-10-01,103.383,16.213,1698.004992,-188.012992,#968FF3
PDCE,2012-01-01,89.432,20.186,1565.569024,-62.73,#968FF3
PDCE,2012-04-01,61.011,-1.175,1917.827968,-20.763,#968FF3
PDCE,2012-07-01,77.758,11.996,1931.904,-66.629,#968FF3
PDCE,2012-10-01,93.302,8.599,1826.848,-320.64,#968FF3
PDCE,2013-01-01,102.655,27.16,1781.812992,-10.032,#968FF3
PDCE,2013-04-01,100.484,20.051,1691.435008,-79.825,#968FF3
PDCE,2013-07-01,93.902,14.708,2010.962944,-39.117,#968FF3
PDCE,2013-10-01,145.764,41.714,2025.202944,-108.888,#968FF3
PDCE,2014-01-01,140.328,28.854,2065.168,-55.267,#968FF3
PDCE,2014-04-01,144.132992,28.539,2086.42496,-106.791,#968FF3
PDCE,2014-07-01,129.884,8.467,2178.509056,-87.058,#968FF3
PDCE,2014-10-01,110.048,-1.055,2340.588032,-144.866,#968FF3
PDCE,2015-01-01,128.382,24.61,2455.099904,-94.234,#968FF3
PDCE,2015-04-01,144.05,29.102,2391.617024,-117.444,#968FF3
PDCE,2015-07-01,175.544,45.958,2344.310016,5.648,#968FF3
PDCE,2015-10-01,183.134,31.11,2370.543104,-149.184992,#968FF3
PDCE,2016-01-01,146.606,-1.641,2515.39712,-21.609,#968FF3
PDCE,2016-04-01,166.198,7.249,2271.670016,-16.3,#968FF3
PDCE,2016-07-01,192.220992,13.757,3417.28,-54.982,#968FF3
PDCE,2016-10-01,211.73,36.991,4485.84192,-934.916992,#968FF3
PDCE,2017-01-01,193.554,13.583,4593.129984,15.034,#968FF3
PDCE,2017-04-01,229.240992,65.753,4656.927744,-73.92,#968FF3
PDCE,2017-07-01,244.998,-6.529,4307.28704,-67.534,#968FF3
PDCE,2017-10-01,271.083008,66.443,4420.389888,-33.697,#968FF3
PDCE,2018-01-01,281.801984,55.498,4522.157056,-173.659008,#968FF3
PDCE,2018-04-01,312.248992,70.682,4442.153984,-61.621,#968FF3
PDCE,2018-07-01,327.015008,60.028,4601.224192,-57.746,#968FF3
PDCE,2018-10-01,366.817984,89.554,4544.144896,44.897,#968FF3
PDCE,2019-01-01,316.121984,48.508,4563.928064,-89.913,#968FF3
PDCE,2019-04-01,330.116,44.568,4594.904064,-25.241,#968FF3
PDCE,2019-07-01,312.920992,35.398,4583.604224,-17.669,#968FF3
PDCE,2019-10-01,342.209984,76.147,4448.679936,101.095,#968FF3
PDCE,2020-01-01,368.155008,43.433,5879.791104,-64.754,#968FF3
PDCE,2020-04-01,289.996992,39.462,5510.077952,-95.661,#968FF3
PDCE,2020-07-01,384.172992,126.303,5332.528128,222.47,#968FF3
PDCE,2020-10-01,395.902016,127.934,5237.972992,115.308,#968FF3
PDCE,2021-01-01,436.641984,160.644,5240.656896,243.942008,#968FF3
PDCE,2021-04-01,228.868992,-67.199,5333.988864,92.884008,#968FF3
WTI,2011-01-01,210.855008,37.548,1427.153024,32.717,#10ACDE
WTI,2011-04-01,252.922,115.643,1772.464,-253.11,#10ACDE
WTI,2011-07-01,245.371008,96.133,1841.198976,-224.071008,#10ACDE
WTI,2011-10-01,261.899008,81.136,1868.925056,-201.208,#10ACDE
WTI,2012-01-01,235.886,24.213,1842.340992,43.031,#10ACDE
WTI,2012-04-01,215.512992,99.1,1872.818048,10.342,#10ACDE
WTI,2012-07-01,185.946,8.26,1926.652032,-39.181,#10ACDE
WTI,2012-10-01,237.146,47.987,2348.98688,-316.948992,#10ACDE
WTI,2013-01-01,259.222,60.321,2362.05696,33.094,#10ACDE
WTI,2013-04-01,235.383008,53.823,2420.01408,-35.926,#10ACDE
WTI,2013-07-01,244.555008,22.9,2423.699968,54.246,#10ACDE
WTI,2013-10-01,244.928,0.625,2507.301888,-125.872,#10ACDE
WTI,2014-01-01,254.516,44.717,2494.604032,23.163,#10ACDE
WTI,2014-04-01,262.994,37.944,2549.772032,-19.871,#10ACDE
WTI,2014-07-01,234.520992,7.202,2652.024064,-35.996,#10ACDE
WTI,2014-10-01,196.676992,-41.298,2689.508096,-123.275,#10ACDE
WTI,2015-01-01,127.907,-77.118,2339.060992,-30.073,#10ACDE
WTI,2015-04-01,149.066,-24.956,2084.977024,-40.72,#10ACDE
WTI,2015-07-01,126.228,-37.116,1599.970944,62.439,#10ACDE
WTI,2015-10-01,104.064,-32.65,1208.022016,-39.682,#10ACDE
WTI,2016-01-01,77.715,-48.443,1298.795008,16.806,#10ACDE
WTI,2016-04-01,99.655,-17.463,998.353984,-45.857,#10ACDE
WTI,2016-07-01,107.403,0.048,832.596992,-4.275,#10ACDE
WTI,2016-10-01,115.213,10.356,829.726016,-1.196,#10ACDE
WTI,2017-01-01,124.393,24.954,854.499968,56.992,#10ACDE
WTI,2017-04-01,123.323,35.664,874.971008,-36.06,#10ACDE
WTI,2017-07-01,110.281,18.579,887.371008,29.395,#10ACDE
WTI,2017-10-01,129.099,33.732,907.580032,-21.9,#10ACDE
WTI,2018-01-01,134.213,38.739,942.176,53.864,#10ACDE
WTI,2018-04-01,148.463008,54.116,958.152,12.908,#10ACDE
WTI,2018-07-01,153.747008,57.147,1102.349056,152.136992,#10ACDE
WTI,2018-10-01,147.82,42.782,848.865984,-20.119,#10ACDE
WTI,2019-01-01,117.653,19.483,842.515008,53.264,#10ACDE
WTI,2019-04-01,132.667,33.54,867.803008,-10.097,#10ACDE
WTI,2019-07-01,132.404,29.729,1027.070016,49.927,#10ACDE
WTI,2019-10-01,151.287008,35.715,1003.718976,-6.894,#10ACDE
WTI,2020-01-01,133.52,19.291,1008.902976,48.677,#10ACDE
WTI,2020-04-01,77.819,9.951,942.745984,4.326,#10ACDE
WTI,2020-07-01,74.468,-6.398,949.48,20.482,#10ACDE
WTI,2020-10-01,94.675,9.097,940.582016,-13.37,#10ACDE
WTI,2021-01-01,101.069,15.088,949.689984,43.388999999999996,#10ACDE
WTI,2021-04-01,117.471,18.241,1139.032064,-3.0509999999999997,#10ACDE
OAS,2011-01-01,58.232,26.413,1101.59296,-68.281,#A14B45
OAS,2011-04-01,63.066,29.81,1180.838016,-41.891,#A14B45
OAS,2011-07-01,87.417,40.49,1314.375936,-137.072992,#A14B45
OAS,2011-10-01,117.866,55.83,1727.382016,-187.752,#A14B45
OAS,2012-01-01,137.275008,57.227,1813.410048,-207.21,#A14B45
OAS,2012-04-01,147.89,61.214,2036.370048,-61.711,#A14B45
OAS,2012-07-01,189.96,77.323,2480.90112,-226.376992,#A14B45
OAS,2012-10-01,218.088,91.355,2528.794112,-165.631008,#A14B45
OAS,2013-01-01,249.99,120.137,2646.717952,-47.131,#A14B45
OAS,2013-04-01,255.828,114.904,2758.144,-24.358,#A14B45
OAS,2013-07-01,297.431008,142.851008,4083.38304,-179.066,#A14B45
OAS,2013-10-01,330.616992,119.541,4711.924224,-1505.185024,#A14B45
OAS,2014-01-01,347.28,144.21,4792.083968,-72.628,#A14B45
OAS,2014-04-01,360.972992,151.542,5036.9792,-56.158,#A14B45
OAS,2014-07-01,368.659008,135.499008,5457.475072,-196.611008,#A14B45
OAS,2014-10-01,331.219008,92.543,5909.075968,-202.700992,#A14B45
OAS,2015-01-01,289.646016,82.025,5916.937216,-270.752,#A14B45
OAS,2015-04-01,334.123008,123.182048,5783.931904,-86.792,#A14B45
OAS,2015-07-01,275.335008,57.91,5725.108224,-102.752,#A14B45
OAS,2015-10-01,261.040992,47.172,5649.375232,-28.553,#A14B45
OAS,2016-01-01,203.596,1.66,5560.267776,-149.462,#A14B45
OAS,2016-04-01,209.556992,3.597,5435.538944,9.212,#A14B45
OAS,2016-07-01,189.096992,-13.54,5398.261248,-76.955,#A14B45
OAS,2016-10-01,224.392,5.414,6178.632192,-762.555008,#A14B45
OAS,2017-01-01,277.156,14.814,6189.627904,11.752,#A14B45
OAS,2017-04-01,253.152,7.64,6261.721088,-54.352,#A14B45
OAS,2017-07-01,312.843008,40.628,6391.212032,-102.312,#A14B45
OAS,2017-10-01,397.008992,77.735,6615.130112,-56.801,#A14B45
OAS,2018-01-01,436.838016,76.104,7638.92992,-26.479,#A14B45
OAS,2018-04-01,513.902016,79.658,7465.334784,21.536,#A14B45
OAS,2018-07-01,481.257984,76.986,7416.431104,-76.851,#A14B45
OAS,2018-10-01,548.24,28.377,7626.142208,-655.246016,#A14B45
OAS,2019-01-01,589.177984,67.441,7646.34624,-62.522,#A14B45
OAS,2019-04-01,519.588,62.055,7710.287872,-74.047,#A14B45
OAS,2019-07-01,475.62,22.07,7666.976768,62.193,#A14B45
OAS,2019-10-01,492.209984,42.805,7499.253248,76.999,#A14B45
OAS,2020-01-01,392.817984,-71.204,2869.835008,-39.826,#A14B45
OAS,2020-04-01,305.400992,131.191,2625.626112,-170.562,#A14B45
OAS,2020-07-01,351.212992,143.076992,2506.777088,73.517,#A14B45
OAS,2020-10-01,258.242,72.392,2159.036928,93.25,#A14B45
OAS,2021-01-01,332.863008,128.154,2297.178112,168.454992,#A14B45
OAS,2021-04-01,337.080992,96.616,2936.716032,22.190991999999994,#A14B45
EGY,2011-01-01,46.772,31.342,241.932,8.32,#9A1B4D
EGY,2011-04-01,58.547,42.512,258.559008,21.416,#9A1B4D
EGY,2011-07-01,37.35,19.819,263.63,1.643,#9A1B4D
EGY,2011-10-01,67.767,43.863,275.015008,26.233,#9A1B4D
EGY,2012-01-01,45.286,30.106,294.928,4.422,#9A1B4D
EGY,2012-04-01,58.818,38.632,290.126016,-3.625,#9A1B4D
EGY,2012-07-01,37.63,23.214,295.148,0.499,#9A1B4D
EGY,2012-10-01,53.553,2.261,267.956,20.747,#9A1B4D
EGY,2013-01-01,44.137,21.503,272.128992,-27.341,#9A1B4D
EGY,2013-04-01,29.118,11.666,272.223008,-23.037,#9A1B4D
EGY,2013-07-01,37.74,8.104,273.620992,31.045,#9A1B4D
EGY,2013-10-01,58.282,35.952,308.167008,27.855,#9A1B4D
EGY,2014-01-01,28.071,-0.65,297.060992,-48.293,#9A1B4D
EGY,2014-04-01,52.098,33.828,334.316992,37.561,#9A1B4D
EGY,2014-07-01,24.486,6.687,362.856,-2.618,#9A1B4D
EGY,2014-10-01,23.037,4.071,248.848992,-55.439,#9A1B4D
EGY,2015-01-01,18.239,-29.879,240.63,-28.671,#9A1B4D
EGY,2015-04-01,27.137,4.791,234.287008,14.428,#9A1B4D
EGY,2015-07-01,17.546,-14.133,195.079008,-20.469,#9A1B4D
EGY,2015-10-01,17.523,-16.729,123.958,-15.357,#9A1B4D
EGY,2016-01-01,10.976,-13.515,116.69,-1.663,#9A1B4D
EGY,2016-04-01,18.847,4.615,91.657,-7.156,#9A1B4D
EGY,2016-07-01,14.635,3.031,78.202,13.859,#9A1B4D
EGY,2016-10-01,15.326,0.837,81.032,-5.032,#9A1B4D
EGY,2017-01-01,21.266,8.211,79.997,3.33,#9A1B4D
EGY,2017-04-01,20.425,5.587,79.143,-1.789,#9A1B4D
EGY,2017-07-01,18.178,3.721,76.535,0.391,#9A1B4D
EGY,2017-10-01,17.156,2.495,79.633,5.212,#9A1B4D
EGY,2018-01-01,27.645,13.014,92.185,14.644,#9A1B4D
EGY,2018-04-01,24.426,5.409,100.276,15.036,#9A1B4D
EGY,2018-07-01,25.266,14.001,162.360992,-6.845,#9A1B4D
EGY,2018-10-01,27.606,11.848,166.312,0.214,#9A1B4D
EGY,2019-01-01,19.765,5.583,201.5,12.697,#9A1B4D
EGY,2019-04-01,25.23,6.37,202.067008,2.721,#9A1B4D
EGY,2019-07-01,17.603,1.501,208.986,10.251,#9A1B4D
EGY,2019-10-01,21.923,7.397,211.536992,-9.545,#9A1B4D
EGY,2020-01-01,18.389,3.942,168.692,15.647,#9A1B4D
EGY,2020-04-01,17.974,-0.966,147.656992,-15.505,#9A1B4D
EGY,2020-07-01,18.256,4.678,135.436992,-3.398,#9A1B4D
EGY,2020-10-01,12.557,-4.292,141.232,6.378,#9A1B4D
EGY,2021-01-01,39.774,8.852,177.136992,0.544,#9A1B4D
EGY,2021-04-01,47.023,18.874,181.503008,8.315,#9A1B4D
XEC,2011-01-01,428.630016,208.740992,4569.771008,-69.411,#4D1A17
XEC,2011-04-01,467.248992,240.862,4884.127744,-43.688,#4D1A17
XEC,2011-07-01,435.556,198.05,5111.552,-138.104,#4D1A17
XEC,2011-10-01,433.164992,187.012992,5357.377024,-115.323,#4D1A17
XEC,2012-01-01,423.036,169.276,5736.449024,-159.371008,#4D1A17
XEC,2012-04-01,353.121984,105.306,6031.304192,-50.392,#4D1A17
XEC,2012-07-01,406.912,135.363008,6313.254912,-161.918,#4D1A17
XEC,2012-10-01,440.868,177.252992,6305.152,-146.423008,#4D1A17
XEC,2013-01-01,427.081984,146.827008,6569.949184,-163.114,#4D1A17
XEC,2013-04-01,494.796,187.227008,6796.36992,-68.713,#4D1A17
XEC,2013-07-01,555.238976,229.324992,7054.36416,-27.637,#4D1A17
XEC,2013-10-01,516.846016,324.08,7253.134848,-40.389,#4D1A17
XEC,2014-01-01,594.428992,230.947008,7618.634752,-91.87,#4D1A17
XEC,2014-04-01,635.651968,241.855008,8399.007232,-328.542016,#4D1A17
XEC,2014-07-01,649.529024,212.868384,8644.093952,-15.572,#4D1A17
XEC,2014-10-01,552.206976,125.678,8708.468736,-145.482,#4D1A17
XEC,2015-01-01,361.001984,-31.827,7860.050944,-276.780992,#4D1A17
XEC,2015-04-01,424.283008,33.902,7568.503808,12.222,#4D1A17
XEC,2015-07-01,356.055008,-1.194,6336.361984,11.991,#4D1A17
XEC,2015-10-01,311.279008,-36.034,5243.286016,-105.568,#4D1A17
XEC,2016-01-01,245.668,-25.845,4901.2608,-100.467,#4D1A17
XEC,2016-04-01,302.732,46.751,4531.823104,-24.92,#4D1A17
XEC,2016-07-01,336.508,92.576,4538.74688,56.707,#4D1A17
XEC,2016-10-01,384.436,140.048992,4237.723904,-27.598,#4D1A17
XEC,2017-01-01,441.116,171.558,4393.998848,-70.409,#4D1A17
XEC,2017-04-01,456.795008,174.304,4562.97984,-25.172,#4D1A17
XEC,2017-07-01,466.656992,168.624992,4769.054208,-82.922,#4D1A17
XEC,2017-10-01,552.049024,213.384992,5042.638848,-4.438,#4D1A17
XEC,2018-01-01,554.745024,234.124992,5260.363776,40.582,#4D1A17
XEC,2018-04-01,548.744,206.672,5531.393024,-43.162,#4D1A17
XEC,2018-07-01,590.988992,250.202,5818.435072,-66.128,#4D1A17
XEC,2018-10-01,620.110016,245.580992,6062.084096,-50.34,#4D1A17
XEC,2019-01-01,567.905984,162.78,7557.192192,-100.479,#4D1A17
XEC,2019-04-01,552.700032,114.526,7595.934208,12.664,#4D1A17
XEC,2019-07-01,584.001024,135.642,7619.20512,14.93,#4D1A17
XEC,2019-10-01,645.230976,162.468992,7140.028928,98.919,#4D1A17
XEC,2020-01-01,515.944,82.563,6218.345984,23.546,#4D1A17
XEC,2020-04-01,313.324,-54.025,4869.78816,-19.431,#4D1A17
XEC,2020-07-01,415.332992,74.578,4605.96992,186.468992,#4D1A17
XEC,2020-10-01,433.240992,122.5,4621.988864,74.485,#4D1A17
XEC,2021-01-01,616.931968,279.027008,4965.121024,269.37399999999997,#4D1A17
XEC,2021-04-01,626.243968,293.660992,5207.186944,193.098,#4D1A17
TPL,2011-01-01,5.715768,4.881153,24.672012,6.359269,#C5CEA3
TPL,2011-04-01,8.794596,8.00816,24.284032,4.01882,#C5CEA3
TPL,2011-07-01,8.555794,7.843529,25.053696,6.253988,#C5CEA3
TPL,2011-10-01,11.23435,10.004548,27.432256,7.26187,#C5CEA3
TPL,2012-01-01,9.574882,8.773089,28.1074,8.544035,#C5CEA3
TPL,2012-04-01,8.701734,7.951105,25.362912,2.076323,#C5CEA3
TPL,2012-07-01,7.038481,6.365183,25.21507,4.195978,#C5CEA3
TPL,2012-10-01,7.272359,6.214074,21.186872,5.044749,#C5CEA3
TPL,2013-01-01,6.723783,5.840639,22.450132,5.395639,#C5CEA3
